Gene,Cell,Log2FoldChange_5to70,P_value_5to70,-log10(P_value)_5to70
CG18262,ensheathing glial cell,-0.5077133,1.0,-0.0
CG18265,ensheathing glial cell,0.82545525,1.0,-0.0
CG18266,ensheathing glial cell,0.0,1.0,-0.0
CG18268,ensheathing glial cell,19.971626,1.0,-0.0
CG1827,ensheathing glial cell,-0.7898169,1.0,-0.0
CG18273,ensheathing glial cell,1.8789415,1.0,-0.0
CG18278,ensheathing glial cell,0.0,1.0,-0.0
CG18281,ensheathing glial cell,0.80247015,1.0,-0.0
CG18284,ensheathing glial cell,0.0,1.0,-0.0
CG18294,ensheathing glial cell,0.0,1.0,-0.0
CG18301,ensheathing glial cell,0.0,1.0,-0.0
CG18302,ensheathing glial cell,-1.4071063,1.0,-0.0
CG18304,ensheathing glial cell,0.21907002,1.0,-0.0
CG18324,ensheathing glial cell,-0.74716896,1.0,-0.0
CG18327,ensheathing glial cell,1.5387979,1.0,-0.0
CG18335,ensheathing glial cell,21.85156,1.0,-0.0
CG18336,ensheathing glial cell,0.33508417,1.0,-0.0
CG18343,ensheathing glial cell,1.6100478,1.0,-0.0
CG1835,ensheathing glial cell,2.6848109,1.0,-0.0
CG18367,ensheathing glial cell,1.0476345,1.0,-0.0
CG18368,ensheathing glial cell,22.00511,1.0,-0.0
CG18371,ensheathing glial cell,22.769135,1.0,-0.0
CG1840,ensheathing glial cell,-0.14045073,1.0,-0.0
CG18404,ensheathing glial cell,0.0,1.0,-0.0
CG18417,ensheathing glial cell,0.0,1.0,-0.0
CG18418,ensheathing glial cell,0.0,1.0,-0.0
CG18420,ensheathing glial cell,0.0,1.0,-0.0
CG18428,ensheathing glial cell,-0.10628702,1.0,-0.0
CG18449,ensheathing glial cell,3.3982089,1.0,-0.0
CG18467,ensheathing glial cell,0.9764405,1.0,-0.0
CG18469,ensheathing glial cell,0.0,1.0,-0.0
CG1847,ensheathing glial cell,-1.1498092,1.0,-0.0
CG18473,ensheathing glial cell,0.70619696,1.0,-0.0
CG18476,ensheathing glial cell,-0.4093455,1.0,-0.0
CG18480,ensheathing glial cell,0.0,1.0,-0.0
CG18493,ensheathing glial cell,21.068375,1.0,-0.0
CG1850,ensheathing glial cell,0.0,1.0,-0.0
CG18507,ensheathing glial cell,-0.23161133,1.0,-0.0
CG18508,ensheathing glial cell,-0.61358654,1.0,-0.0
CG18518,ensheathing glial cell,0.0,1.0,-0.0
CG18528,ensheathing glial cell,-1.1153729,1.0,-0.0
CG18530,ensheathing glial cell,0.0,1.0,-0.0
CG18536,ensheathing glial cell,23.215012,1.0,-0.0
CG18537,ensheathing glial cell,2.4108026,1.0,-0.0
CG18538,ensheathing glial cell,21.44225,1.0,-0.0
CG18539,ensheathing glial cell,21.804096,1.0,-0.0
CG18540,ensheathing glial cell,20.30859,1.0,-0.0
CG18545,ensheathing glial cell,0.0,1.0,-0.0
CG18547,ensheathing glial cell,-1.9752855,1.0,-0.0
CG18549,ensheathing glial cell,0.0027762982,1.0,-0.0
CG18557,ensheathing glial cell,0.0,1.0,-0.0
CG18558,ensheathing glial cell,0.0,1.0,-0.0
CG18563,ensheathing glial cell,-0.3852433,1.0,-0.0
CG18568,ensheathing glial cell,20.563354,1.0,-0.0
CG18577,ensheathing glial cell,19.296837,1.0,-0.0
CG18581,ensheathing glial cell,0.0,1.0,-0.0
CG18585,ensheathing glial cell,0.0,1.0,-0.0
CG18586,ensheathing glial cell,0.0,1.0,-0.0
CG18596,ensheathing glial cell,1.5329255,1.0,-0.0
CG18598,ensheathing glial cell,-1.4793776,1.0,-0.0
CG18599,ensheathing glial cell,-3.7568045,1.0,-0.0
CG18600,ensheathing glial cell,1.6375804,1.0,-0.0
CG18605,ensheathing glial cell,0.0,1.0,-0.0
CG18609,ensheathing glial cell,0.0,1.0,-0.0
CG18622,ensheathing glial cell,-0.16049579,1.0,-0.0
CG18628,ensheathing glial cell,-3.0208232,1.0,-0.0
CG18635,ensheathing glial cell,-20.761036,1.0,-0.0
CG18636,ensheathing glial cell,0.0,1.0,-0.0
CG18641,ensheathing glial cell,-21.89481,1.0,-0.0
CG18649,ensheathing glial cell,0.0,1.0,-0.0
CG18659,ensheathing glial cell,0.1254702,1.0,-0.0
CG18661,ensheathing glial cell,-0.8599735,1.0,-0.0
CG18662,ensheathing glial cell,0.0,1.0,-0.0
CG18666,ensheathing glial cell,0.0,1.0,-0.0
CG18675,ensheathing glial cell,1.0996296,1.0,-0.0
CG18731,ensheathing glial cell,0.30926555,1.0,-0.0
CG18744,ensheathing glial cell,0.0,1.0,-0.0
CG18745,ensheathing glial cell,0.0,1.0,-0.0
CG18746,ensheathing glial cell,0.0,1.0,-0.0
CG18747,ensheathing glial cell,0.0,1.0,-0.0
CG18748,ensheathing glial cell,0.0,1.0,-0.0
CG18754,ensheathing glial cell,0.2775033,1.0,-0.0
CG18764,ensheathing glial cell,0.39124313,1.0,-0.0
CG18765,ensheathing glial cell,0.0,1.0,-0.0
CG18766,ensheathing glial cell,0.31843424,1.0,-0.0
CG18787,ensheathing glial cell,-0.9306917,1.0,-0.0
CG18788,ensheathing glial cell,0.0,1.0,-0.0
CG18789,ensheathing glial cell,1.3529085,1.0,-0.0
CG18808,ensheathing glial cell,19.515026,1.0,-0.0
CG18809,ensheathing glial cell,0.36001414,1.0,-0.0
CG18810,ensheathing glial cell,20.44708,1.0,-0.0
CG18814,ensheathing glial cell,0.0,1.0,-0.0
CG18815,ensheathing glial cell,-0.40913633,1.0,-0.0
CG18823,ensheathing glial cell,0.0,1.0,-0.0
CG18853,ensheathing glial cell,-20.747961,1.0,-0.0
CG18858,ensheathing glial cell,20.444433,1.0,-0.0
CG18870,ensheathing glial cell,0.13341944,1.0,-0.0
CG1888,ensheathing glial cell,0.42444623,1.0,-0.0
CG1889,ensheathing glial cell,-1.2145003,1.0,-0.0
CG1890,ensheathing glial cell,0.26372892,1.0,-0.0
CG1894,ensheathing glial cell,18.938297,1.0,-0.0
CG1896,ensheathing glial cell,0.2849939,1.0,-0.0
CG1902,ensheathing glial cell,-0.19970594,1.0,-0.0
CG1907,ensheathing glial cell,-0.39233986,1.0,-0.0
CG1909,ensheathing glial cell,-0.054413874,1.0,-0.0
CG1910,ensheathing glial cell,0.14316387,1.0,-0.0
CG1924,ensheathing glial cell,0.0,1.0,-0.0
CG1927,ensheathing glial cell,0.013467134,1.0,-0.0
CG1941,ensheathing glial cell,-0.5968237,1.0,-0.0
CG1943,ensheathing glial cell,0.18478079,1.0,-0.0
CG1946,ensheathing glial cell,-0.68515843,1.0,-0.0
CG1951,ensheathing glial cell,-0.27283236,1.0,-0.0
CG1958,ensheathing glial cell,0.0,1.0,-0.0
CG1965,ensheathing glial cell,0.0047378256,1.0,-0.0
CG1971,ensheathing glial cell,0.37905994,1.0,-0.0
CG1979,ensheathing glial cell,0.0,1.0,-0.0
CG1983,ensheathing glial cell,-0.4250647,1.0,-0.0
CG1986,ensheathing glial cell,0.0,1.0,-0.0
CG1998,ensheathing glial cell,0.04838564,1.0,-0.0
CG1999,ensheathing glial cell,0.0,1.0,-0.0
CG2003,ensheathing glial cell,0.93740755,1.0,-0.0
CG2004,ensheathing glial cell,-0.02187428,1.0,-0.0
CG2006,ensheathing glial cell,0.09432938,1.0,-0.0
CG2016,ensheathing glial cell,-1.9207685,0.6888467071460589,0.16187741328482516
CG2017,ensheathing glial cell,0.26365647,1.0,-0.0
CG2021,ensheathing glial cell,-1.1235783,1.0,-0.0
CG2034,ensheathing glial cell,1.019721,1.0,-0.0
CG2053,ensheathing glial cell,0.0,1.0,-0.0
CG2059,ensheathing glial cell,-0.07202571,1.0,-0.0
CG2061,ensheathing glial cell,0.35634023,1.0,-0.0
CG2063,ensheathing glial cell,-0.32667482,1.0,-0.0
CG2064,ensheathing glial cell,1.3314096,1.0,-0.0
CG2065,ensheathing glial cell,-1.8234723,1.0,-0.0
CG2070,ensheathing glial cell,0.0,1.0,-0.0
CG2076,ensheathing glial cell,-1.2947851,1.0,-0.0
CG2082,ensheathing glial cell,-0.43837997,1.0,-0.0
CG2091,ensheathing glial cell,-0.30748302,1.0,-0.0
CG2100,ensheathing glial cell,-1.0737028,1.0,-0.0
CG2104,ensheathing glial cell,21.700737,1.0,-0.0
CG2111,ensheathing glial cell,18.931631,1.0,-0.0
CG2113,ensheathing glial cell,0.0,1.0,-0.0
CG2116,ensheathing glial cell,0.027411282,1.0,-0.0
CG2120,ensheathing glial cell,0.0,1.0,-0.0
CG2121,ensheathing glial cell,-0.1474882,1.0,-0.0
CG2124,ensheathing glial cell,-1.599877,1.0,-0.0
CG2126,ensheathing glial cell,-0.21462135,1.0,-0.0
CG2127,ensheathing glial cell,1.6505772,1.0,-0.0
CG2129,ensheathing glial cell,-0.46058849,1.0,-0.0
CG2145,ensheathing glial cell,0.14199893,1.0,-0.0
CG2147,ensheathing glial cell,0.69957775,1.0,-0.0
CG2150,ensheathing glial cell,0.0,1.0,-0.0
CG2157,ensheathing glial cell,0.35509166,1.0,-0.0
CG2162,ensheathing glial cell,0.33673984,1.0,-0.0
CG2182,ensheathing glial cell,-0.19884475,1.0,-0.0
CG2186,ensheathing glial cell,0.52577376,0.8109275538185758,0.09101794280758173
CG2187,ensheathing glial cell,0.0,1.0,-0.0
CG2199,ensheathing glial cell,-0.45507327,1.0,-0.0
CG2200,ensheathing glial cell,0.89749837,1.0,-0.0
CG2201,ensheathing glial cell,0.52813727,1.0,-0.0
CG2202,ensheathing glial cell,-0.044838954,1.0,-0.0
CG2209,ensheathing glial cell,0.0,1.0,-0.0
CG2211,ensheathing glial cell,2.4136982,1.0,-0.0
CG2218,ensheathing glial cell,-0.34154958,1.0,-0.0
CG2224,ensheathing glial cell,0.59887856,1.0,-0.0
CG2225,ensheathing glial cell,0.9245325,0.0012925435822328934,2.8885548043623372
CG2233,ensheathing glial cell,-1.5464017,0.08008728178403708,1.0964364463322842
CG2246,ensheathing glial cell,0.37209275,1.0,-0.0
CG2247,ensheathing glial cell,0.66790426,1.0,-0.0
CG2256,ensheathing glial cell,0.8040645,1.0,-0.0
CG2258,ensheathing glial cell,0.34125862,1.0,-0.0
CG2260,ensheathing glial cell,1.2771957,1.0,-0.0
CG2267,ensheathing glial cell,0.0,1.0,-0.0
CG2269,ensheathing glial cell,-1.3919343,0.06063654003889756,1.217265587799559
CG2277,ensheathing glial cell,-0.40843502,1.0,-0.0
CG2278,ensheathing glial cell,-0.21539938,1.0,-0.0
CG2291,ensheathing glial cell,0.0,1.0,-0.0
CG2310,ensheathing glial cell,0.51967406,1.0,-0.0
CG2321,ensheathing glial cell,2.9968896,1.0,-0.0
CG2336,ensheathing glial cell,19.446722,1.0,-0.0
CG2444,ensheathing glial cell,-20.895346,1.0,-0.0
CG2493,ensheathing glial cell,-0.48856455,1.0,-0.0
CG2519,ensheathing glial cell,0.86334926,6.165525904146305e-05,4.210029873240575
CG2528,ensheathing glial cell,1.4499282,0.9657362326285975,0.015141474367246296
CG2533,ensheathing glial cell,20.563492,1.0,-0.0
CG2540,ensheathing glial cell,-0.07320382,1.0,-0.0
CG2556,ensheathing glial cell,-0.8136075,1.0,-0.0
CG2574,ensheathing glial cell,0.0,1.0,-0.0
CG2577,ensheathing glial cell,0.0,1.0,-0.0
CG2608,ensheathing glial cell,-0.1418286,1.0,-0.0
CG2611,ensheathing glial cell,-1.4036201,1.0,-0.0
CG2614,ensheathing glial cell,0.16136311,1.0,-0.0
CG2616,ensheathing glial cell,0.0,1.0,-0.0
CG2617,ensheathing glial cell,-0.47169262,1.0,-0.0
CG2641,ensheathing glial cell,1.4808679,1.0,-0.0
CG2652,ensheathing glial cell,-20.898808,1.0,-0.0
CG2656,ensheathing glial cell,0.5239058,1.0,-0.0
CG2662,ensheathing glial cell,-0.63117915,1.0,-0.0
CG2663,ensheathing glial cell,0.0,1.0,-0.0
CG2678,ensheathing glial cell,-0.9551414,1.0,-0.0
CG2680,ensheathing glial cell,0.61972916,1.0,-0.0
CG2681,ensheathing glial cell,0.66777146,1.0,-0.0
CG2685,ensheathing glial cell,0.7725217,1.0,-0.0
CG2691,ensheathing glial cell,-0.2523987,1.0,-0.0
CG2694,ensheathing glial cell,21.809587,1.0,-0.0
CG2698,ensheathing glial cell,0.7786183,1.0,-0.0
CG2701,ensheathing glial cell,-1.0363889,1.0,-0.0
CG2712,ensheathing glial cell,0.8757493,1.0,-0.0
CG2736,ensheathing glial cell,-0.6620777,1.0,-0.0
CG2747,ensheathing glial cell,1.0507834,0.005000406715510052,2.3009946702403576
CG2750,ensheathing glial cell,2.2608514,1.0,-0.0
CG2765,ensheathing glial cell,0.27995884,0.36886669189852145,0.43313055913416865
CG2767,ensheathing glial cell,-1.0659,1.0,-0.0
CG2772,ensheathing glial cell,0.0,1.0,-0.0
CG2790,ensheathing glial cell,-1.2071419,1.0,-0.0
CG2794,ensheathing glial cell,1.7963508,1.0,-0.0
CG2811,ensheathing glial cell,-1.275828,1.0,-0.0
CG2812,ensheathing glial cell,0.334912,1.0,-0.0
CG2816,ensheathing glial cell,-20.721376,1.0,-0.0
CG2818,ensheathing glial cell,1.0476549,1.0,-0.0
CG2839,ensheathing glial cell,23.439327,1.0,-0.0
CG2841,ensheathing glial cell,0.44586825,0.07514561816858326,1.1240963385725768
CG2846,ensheathing glial cell,-0.74561,1.0,-0.0
CG2852,ensheathing glial cell,-0.71844536,0.7275974769124423,0.13810881560759689
CG2854,ensheathing glial cell,22.759832,1.0,-0.0
CG2861,ensheathing glial cell,0.3926815,1.0,-0.0
CG2865,ensheathing glial cell,-0.75112826,1.0,-0.0
CG2871,ensheathing glial cell,22.533722,1.0,-0.0
CG2875,ensheathing glial cell,2.6119406,1.0,-0.0
CG2887,ensheathing glial cell,19.126001,1.0,-0.0
CG2889,ensheathing glial cell,-0.7901104,1.0,-0.0
CG2898,ensheathing glial cell,0.36017197,1.0,-0.0
CG2901,ensheathing glial cell,21.739105,1.0,-0.0
CG2906,ensheathing glial cell,1.2416626,1.0,-0.0
CG2909,ensheathing glial cell,0.6107576,1.0,-0.0
CG2911,ensheathing glial cell,-1.4414282,1.0,-0.0
CG2915,ensheathing glial cell,-0.17775036,1.0,-0.0
CG2918,ensheathing glial cell,-0.8523502,1.0,-0.0
CG2921,ensheathing glial cell,-0.044500165,1.0,-0.0
CG2924,ensheathing glial cell,0.15448862,1.0,-0.0
CG2926,ensheathing glial cell,-0.015732188,1.0,-0.0
CG2930,ensheathing glial cell,0.08979898,1.0,-0.0
CG2931,ensheathing glial cell,-1.254009,1.0,-0.0
CG2938,ensheathing glial cell,0.30038518,1.0,-0.0
CG2955,ensheathing glial cell,0.0,1.0,-0.0
CG2962,ensheathing glial cell,-1.9128664,1.0,-0.0
CG2964,ensheathing glial cell,0.0,1.0,-0.0
CG2972,ensheathing glial cell,-1.1497177,1.0,-0.0
CG2975,ensheathing glial cell,19.392876,1.0,-0.0
CG2983,ensheathing glial cell,0.0,1.0,-0.0
CG2990,ensheathing glial cell,0.0,1.0,-0.0
CG2991,ensheathing glial cell,0.8691548,0.004260596333645858,2.3705296106891662
CG2993,ensheathing glial cell,0.31015337,1.0,-0.0
CG30001,ensheathing glial cell,1.0070676,1.0,-0.0
CG30002,ensheathing glial cell,-2.2055852,1.0,-0.0
CG30008,ensheathing glial cell,0.0,1.0,-0.0
CG30010,ensheathing glial cell,0.27136412,1.0,-0.0
CG30015,ensheathing glial cell,1.2552315,5.9764082979584154e-05,4.2235597399254186
CG30016,ensheathing glial cell,0.0,1.0,-0.0
CG30020,ensheathing glial cell,0.40315595,1.0,-0.0
CG30022,ensheathing glial cell,0.10075617,1.0,-0.0
CG30026,ensheathing glial cell,-0.7003308,1.0,-0.0
CG30033,ensheathing glial cell,-0.7832785,1.0,-0.0
CG30036,ensheathing glial cell,20.003695,1.0,-0.0
CG30037,ensheathing glial cell,0.0,1.0,-0.0
CG30039,ensheathing glial cell,0.0,1.0,-0.0
CG30043,ensheathing glial cell,0.0,1.0,-0.0
CG30046,ensheathing glial cell,20.635159,1.0,-0.0
CG30047,ensheathing glial cell,19.230385,1.0,-0.0
CG30048,ensheathing glial cell,0.0,1.0,-0.0
CG30049,ensheathing glial cell,0.0,1.0,-0.0
CG30050,ensheathing glial cell,-23.965752,1.0,-0.0
CG30053,ensheathing glial cell,19.651228,1.0,-0.0
CG30054,ensheathing glial cell,0.907285,1.0,-0.0
CG30056,ensheathing glial cell,0.0,1.0,-0.0
CG30059,ensheathing glial cell,0.0,1.0,-0.0
CG30060,ensheathing glial cell,23.3246,1.0,-0.0
CG30062,ensheathing glial cell,22.143625,1.0,-0.0
CG30065,ensheathing glial cell,19.888855,1.0,-0.0
CG30069,ensheathing glial cell,-0.065109685,1.0,-0.0
CG30075,ensheathing glial cell,0.0,1.0,-0.0
CG30076,ensheathing glial cell,3.4684205,1.0,-0.0
CG3008,ensheathing glial cell,0.099980555,1.0,-0.0
CG30082,ensheathing glial cell,-0.5443379,1.0,-0.0
CG30083,ensheathing glial cell,20.848942,1.0,-0.0
CG30087,ensheathing glial cell,0.0,1.0,-0.0
CG30088,ensheathing glial cell,0.0,1.0,-0.0
CG30089,ensheathing glial cell,1.0218662,0.8636110553303592,0.06368180677523239
CG3009,ensheathing glial cell,0.15381327,1.0,-0.0
CG30090,ensheathing glial cell,19.461681,1.0,-0.0
CG30091,ensheathing glial cell,0.0,1.0,-0.0
CG30094,ensheathing glial cell,-0.31950897,1.0,-0.0
CG30095,ensheathing glial cell,0.0,1.0,-0.0
CG30096,ensheathing glial cell,0.9646803,1.0,-0.0
CG30098,ensheathing glial cell,20.888401,1.0,-0.0
CG30099,ensheathing glial cell,0.0,1.0,-0.0
CG30103,ensheathing glial cell,0.0,1.0,-0.0
CG30105,ensheathing glial cell,0.014588807,1.0,-0.0
CG30108,ensheathing glial cell,2.648176,1.0,-0.0
CG30109,ensheathing glial cell,-0.26876023,1.0,-0.0
CG30110,ensheathing glial cell,19.027967,1.0,-0.0
CG30116,ensheathing glial cell,1.1034307,1.0,-0.0
CG30122,ensheathing glial cell,0.51212543,0.2850265751675293,0.5451146455685111
CG3014,ensheathing glial cell,20.20276,1.0,-0.0
CG30148,ensheathing glial cell,0.0,1.0,-0.0
CG30151,ensheathing glial cell,-0.87466836,1.0,-0.0
CG30154,ensheathing glial cell,-1.5119752,1.0,-0.0
CG30156,ensheathing glial cell,2.103077,1.0,-0.0
CG30157,ensheathing glial cell,22.232122,1.0,-0.0
CG30158,ensheathing glial cell,0.3884466,1.0,-0.0
CG30159,ensheathing glial cell,0.36607268,1.0,-0.0
CG30161,ensheathing glial cell,0.0,1.0,-0.0
CG30172,ensheathing glial cell,-2.5037642,1.0,-0.0
CG30177,ensheathing glial cell,0.0,1.0,-0.0
CG30178,ensheathing glial cell,19.00688,1.0,-0.0
CG30183,ensheathing glial cell,-0.26475543,1.0,-0.0
CG30184,ensheathing glial cell,0.0,1.0,-0.0
CG30187,ensheathing glial cell,20.291529,1.0,-0.0
CG30192,ensheathing glial cell,0.0,1.0,-0.0
CG30195,ensheathing glial cell,19.313189,1.0,-0.0
CG30196,ensheathing glial cell,0.0,1.0,-0.0
CG30197,ensheathing glial cell,0.5753749,0.0015774142654759451,2.8020542359142855
CG30203,ensheathing glial cell,2.0937057,1.0,-0.0
CG3021,ensheathing glial cell,-0.078008,1.0,-0.0
CG30222,ensheathing glial cell,0.0,1.0,-0.0
CG30259,ensheathing glial cell,19.92148,1.0,-0.0
CG30265,ensheathing glial cell,0.0,1.0,-0.0
CG30268,ensheathing glial cell,0.0,1.0,-0.0
CG30270,ensheathing glial cell,19.378191,1.0,-0.0
CG30271,ensheathing glial cell,1.4803237,1.0,-0.0
CG30274,ensheathing glial cell,0.0,1.0,-0.0
CG30275,ensheathing glial cell,0.0,1.0,-0.0
CG30278,ensheathing glial cell,0.0,1.0,-0.0
CG30280,ensheathing glial cell,0.0,1.0,-0.0
CG30281,ensheathing glial cell,23.670813,1.0,-0.0
CG30283,ensheathing glial cell,20.742147,1.0,-0.0
CG30284,ensheathing glial cell,22.750301,1.0,-0.0
CG30285,ensheathing glial cell,1.0580549,1.0,-0.0
CG30286,ensheathing glial cell,22.129904,1.0,-0.0
CG30287,ensheathing glial cell,18.782305,1.0,-0.0
CG30288,ensheathing glial cell,0.0,1.0,-0.0
CG30289,ensheathing glial cell,19.748592,1.0,-0.0
CG30291,ensheathing glial cell,0.08025098,1.0,-0.0
CG3032,ensheathing glial cell,21.53051,1.0,-0.0
CG30323,ensheathing glial cell,19.483866,1.0,-0.0
CG30324,ensheathing glial cell,-20.713795,1.0,-0.0
CG30325,ensheathing glial cell,-1.8111708,1.0,-0.0
CG30334,ensheathing glial cell,0.11533529,1.0,-0.0
CG30338,ensheathing glial cell,-0.13902482,1.0,-0.0
CG30339,ensheathing glial cell,22.210623,1.0,-0.0
CG30340,ensheathing glial cell,21.069931,1.0,-0.0
CG30344,ensheathing glial cell,0.34808055,1.0,-0.0
CG30345,ensheathing glial cell,0.03586096,1.0,-0.0
CG30349,ensheathing glial cell,-1.4788384,1.0,-0.0
CG30350,ensheathing glial cell,0.0,1.0,-0.0
CG30355,ensheathing glial cell,2.048454,1.0,-0.0
CG30356,ensheathing glial cell,20.088179,1.0,-0.0
CG30357,ensheathing glial cell,0.5213476,1.0,-0.0
CG3036,ensheathing glial cell,-0.8701969,1.0,-0.0
CG30369,ensheathing glial cell,0.0,1.0,-0.0
CG30371,ensheathing glial cell,0.0,1.0,-0.0
CG30373,ensheathing glial cell,-0.66501904,1.0,-0.0
CG30375,ensheathing glial cell,0.0,1.0,-0.0
CG30376,ensheathing glial cell,0.0,1.0,-0.0
CG30377,ensheathing glial cell,-0.12645799,1.0,-0.0
CG30378,ensheathing glial cell,0.0,1.0,-0.0
CG30379,ensheathing glial cell,20.300177,1.0,-0.0
CG3038,ensheathing glial cell,-0.4542821,1.0,-0.0
CG30380,ensheathing glial cell,0.0,1.0,-0.0
CG30383,ensheathing glial cell,0.0,1.0,-0.0
CG30384,ensheathing glial cell,0.0,1.0,-0.0
CG30385,ensheathing glial cell,18.412712,1.0,-0.0
CG30389,ensheathing glial cell,0.6619106,1.0,-0.0
CG30391,ensheathing glial cell,0.0,1.0,-0.0
CG30392,ensheathing glial cell,0.1734515,1.0,-0.0
CG30393,ensheathing glial cell,0.0,1.0,-0.0
CG30394,ensheathing glial cell,1.6209396,1.0,-0.0
CG30395,ensheathing glial cell,0.0,1.0,-0.0
CG30398,ensheathing glial cell,0.0,1.0,-0.0
CG3040,ensheathing glial cell,0.37276062,1.0,-0.0
CG30403,ensheathing glial cell,0.5585917,1.0,-0.0
CG30411,ensheathing glial cell,-20.996479,1.0,-0.0
CG30412,ensheathing glial cell,0.0,1.0,-0.0
CG30413,ensheathing glial cell,0.0,1.0,-0.0
CG30414,ensheathing glial cell,-1.2729282,1.0,-0.0
CG30416,ensheathing glial cell,0.0,1.0,-0.0
CG30419,ensheathing glial cell,0.4317848,1.0,-0.0
CG30423,ensheathing glial cell,-0.41588232,1.0,-0.0
CG30424,ensheathing glial cell,-0.43537262,1.0,-0.0
CG30427,ensheathing glial cell,-0.5493045,1.0,-0.0
CG30428,ensheathing glial cell,-0.047032405,1.0,-0.0
CG30429,ensheathing glial cell,20.6842,1.0,-0.0
CG30430,ensheathing glial cell,0.0,1.0,-0.0
CG30431,ensheathing glial cell,23.459753,1.0,-0.0
CG30432,ensheathing glial cell,0.0,1.0,-0.0
CG30440,ensheathing glial cell,1.6300215,1.0,-0.0
CG30447,ensheathing glial cell,0.0,1.0,-0.0
CG3045,ensheathing glial cell,0.6992875,1.0,-0.0
CG30456,ensheathing glial cell,1.1027726,1.0,-0.0
CG30457,ensheathing glial cell,0.0,1.0,-0.0
CG30458,ensheathing glial cell,0.0,1.0,-0.0
CG30460,ensheathing glial cell,0.16518337,1.0,-0.0
CG30466,ensheathing glial cell,1.1690841,1.0,-0.0
CG30467,ensheathing glial cell,-0.68393326,1.0,-0.0
CG30472,ensheathing glial cell,0.0,1.0,-0.0
CG30479,ensheathing glial cell,0.0,1.0,-0.0
CG30480,ensheathing glial cell,18.938297,1.0,-0.0
CG30484,ensheathing glial cell,21.248526,1.0,-0.0
CG30485,ensheathing glial cell,0.0,1.0,-0.0
CG30486,ensheathing glial cell,0.0,1.0,-0.0
CG30487,ensheathing glial cell,0.0,1.0,-0.0
CG30491,ensheathing glial cell,-0.5577735,1.0,-0.0
CG30495,ensheathing glial cell,-1.7246456,1.0,-0.0
CG30496,ensheathing glial cell,22.565668,1.0,-0.0
CG3061,ensheathing glial cell,-0.36539158,1.0,-0.0
CG3062,ensheathing glial cell,0.0,1.0,-0.0
CG3065,ensheathing glial cell,0.19892879,1.0,-0.0
CG3071,ensheathing glial cell,0.3927165,1.0,-0.0
CG3078,ensheathing glial cell,-1.1691122,1.0,-0.0
CG3081,ensheathing glial cell,0.0,1.0,-0.0
CG3085,ensheathing glial cell,0.0,1.0,-0.0
CG3088,ensheathing glial cell,-1.2807523,1.0,-0.0
CG3091,ensheathing glial cell,0.3816659,1.0,-0.0
CG3092,ensheathing glial cell,0.0,1.0,-0.0
CG3097,ensheathing glial cell,1.4114654,0.9322139542992572,0.030484400405999236
CG31007,ensheathing glial cell,1.0783525,1.0,-0.0
CG31008,ensheathing glial cell,19.322802,1.0,-0.0
CG31010,ensheathing glial cell,18.995731,1.0,-0.0
CG31013,ensheathing glial cell,0.0,1.0,-0.0
CG31016,ensheathing glial cell,0.0,1.0,-0.0
CG31019,ensheathing glial cell,19.358248,1.0,-0.0
CG31021,ensheathing glial cell,0.0,1.0,-0.0
CG31028,ensheathing glial cell,-1.3802963,1.0,-0.0
CG31029,ensheathing glial cell,-21.869368,1.0,-0.0
CG31030,ensheathing glial cell,-2.6377292,0.17132414872847943,0.7661814174177177
CG31036,ensheathing glial cell,-1.5587977,1.0,-0.0
CG31038,ensheathing glial cell,1.2200589,0.0020488435684518397,2.6884911992130767
